DISCIPLINE,COMMONNAME,LEGALNAME,ADSTREET,ADSTATE,ADZIP5,PHONE,WEBURL,REVENUE15,LONGITUDE,LATITUDE,GSTREET
HSC,HISTORIC DOWNTOWN ANNISTON BUSINESS ASSOCIATION,HISTORIC DOWNTOWN ANNISTON BUSINESS ASSOCIATION,1012 NOBLE STREET,AL,36201, , , ,-85.82986,33.65731,1012 NOBLE STREET
HSC,FAYETTE COUNTY HISTORICAL SOCIETY,FAYETTE COUNTY HISTORICAL SOCIETY INC,PO BOX 534,AL,35555, ,HTTP://FAYETTEHISTORICALSOCIETY.COM,0,-87.82637,33.68683,PO BOX 534
HSC,WEST JEFFERSON COUNTY HISTORICAL SOCIETY,WEST JEFFERSON COUNTY HISTORICAL SOCIETY INC,PO BOX 184,AL,35021,3342065418,HTTP://WWW.JEFFCOHISTORY.COM/,5233,-86.9849,33.3455,1740 EASTERN VALLEY ROAD
HSC,LEE COUNTY HISTORICAL SOCIETY,LEE COUNTY HISTORICAL SOCIETY,PO BOX 206,AL,36865,3348873007,HTTP://WWW.LEECOUNTYHISTORICALSOCIETY.ORG/,50467,-85.59934,32.60443,6500 STAGE RD
HSC,LANDMARKS OF DEKALB COUNTY,LANDMARKS OF DEKALB COUNTY INC,PO BOX 680518,AL,35968, , ,0,-85.76825,34.47746,PO BOX 680518
HSC,SELMA DALLAS COUNTY HISTORIC PRESERVATION SOCIETY,SELMA DALLAS COUNTY HISTORIC PRESERVATION SOCIETY,PO BOX 586,AL,36702,3348746600,HTTP://HISTORICSELMA.ORG/,34600,-87.02243,32.40623,PO BOX 586
HSC,PEA RIVER HISTORICAL & GENEALOGICAL SOCIETY,PEA RIVER HISTORICAL & GENEALOGICAL SOCIETY,PO BOX 310628,AL,36331,3343932901,HTTP://WWW.PEARIVER.ORG/,0,-85.85463,31.31533,108 S MAIN STREET
HSC,ST CLAIR HISTORICAL SOCIETY,ST CLAIR HISTORICAL SOCIETY INC,150 WARE AVENUE,AL,35120, , ,0,-86.39394,33.68029,150 WARE AVE
HSC,TWICKENHAM HISTORIC PRESERVATION DISTRICT ASSOCIATION,TWICKENHAM HISTORIC PRESERVATION DISTRICT ASSOCIATION,300 GATES AVE SE,AL,35801,2565367718, ,124168,-86.58248,34.72973,300 GATES AVE SE
HSC,ESCAMBIA COUNTY HISTORICAL SOCIETY,ESCAMBIA COUNTY HISTORICAL SOCIETY,PO BOX 276,AL,36427,2518091528,HTTP://WWW.ESCOHIS.ORG/, ,-87.07114,31.10792,PO BOX 276
HSC,TALLEDEGA HISTORICAL ASSOCIATION,TALLEDEGA HISTORICAL ASSOCIATION INC,PO BOX 1042,AL,35162, , ,0,-86.10313,33.43764,PO BOX 1042
HSC,HOLLY POND HISTOICAL SOCIETY,HOLLY POND HISTOICAL SOCIETY,3425 COUNTY ROAD 1650,AL,35083, , ,0,-86.62915,34.18191,3425 COUNTY ROAD 1650
HSC,VALORS VOICE,VALORS VOICE INC,490 HARDING ROAD,AL,35016,2563022616, ,0,-86.43677,34.36233,490 HARDING RD
HSC,ALABAMA GOSPEL MUSIC CULTURAL ARTS CENTER,ALABAMA GOSPEL MUSIC CULTURAL ARTS CENTER INC,730 8TH AVE W,AL,35204,2054472208,HTTP://WWW.ALABAMAGOSPELCENTER.ORG,21884,-86.84821,33.5115,730 8TH AVE W
HSC,IRONDALE AL HISTORICAL SOCIETY,IRONDALE AL HISTORICAL SOCIETY,1910 1ST AVE SOUTH,AL,35210, ,HTTP://IRONDALETODAY.COM/?P=129,0,-86.70836,33.53794,1910 1ST AVE S
HSC,ALABAMA CITY HISTORICAL ASSOCIATION,ALABAMA CITY HISTORICAL ASSOCIATION,PO BOX 4205,AL,35904, , ,0,-86.08196,33.99526,PO BOX 4205
HSC,VREDENBURGH HISTORICAL SOCIETY,VREDENBURGH HISTORICAL SOCIETY INC,176 STEWART CIRCLE,AL,36481, , ,0,-87.37517,31.8139,176 STEWART CIRCLE
HSC,SPRUCE PINE HISTORICAL SOCIETY,SPRUCE PINE HISTORICAL SOCIETY,PO BOX 32,AL,35585, , ,31896,-87.78503,34.41417,PO BOX 32
HSC,ST FLORIAN HISTORICAL PRESERVATION SOCIETY,ST FLORIAN HISTORICAL PRESERVATION SOCIETY INC,57 SAINT FLORIAN RD,AL,35630, , ,450,-87.62379,34.87336,57 SAINT FLORIAN RD
HSC,VINCENT HISTORICAL AND ENVIRONMENTAL SOCIETY,VINCENT HISTORICAL AND ENVIRONMENTAL SOCIETY INC,PO BOX 299,AL,35178, , , ,-86.39859,33.41177,PO BOX 299
HSC,PICKENS COUNTY COURTHOUSE,PICKENS COUNTY COURTHOUSE PRESERVATION FOUNDATION INC,PO BOX 382,AL,35447, ,HTTP://WWW.COURTHOUSEWINDOW.COM/THE-COURTHOUSE.HTML,0,-88.1561,33.25027,PO BOX 382
HSC,DIVINE DESTINYS DANCE,DANCE LEVELS,PO BOX,AL,35220, , ,0,-86.65841,33.72529,5045 GOLD LEAF LN
HSC,COAST GUARD HISTORICAL SOCIETY,COAST GUARD HISTORICAL SOCIETY,2050 OAK STREET,AL,35646, , ,0,-87.52815,34.70098,2050 OAK ST
HSC,MUSEUM OF MOBILE,MUSEUM OF MOBILE INC,111 S ROYAL ST,AL,36602,2512087569, ,46907,-88.04303,30.6959,PO BOX 2068
HSC,CENTER POINT WOMENS PRESERVATION SOCIETY,CENTER POINT WOMENS PRESERVATION SOCIETY,349 37TH COURT NE,AL,35215, , ,0,-86.67516,33.66709,349 37TH CT NE
HSC,RANDOLPH COUNTY HISTORICAL SOCIETY,RANDOLPH COUNTY HISTORICAL SOCIETY,10840 CRAGFORD ROAD,AL,36255,7655841334,HTTP://WWW.RANDOLPHHISTORY.COM/,0,-84.98254,40.16907,416 SOUTH MERIDIAN STREET
HSC,NORTH ALABAMA VIETNAM PILOTS ASSOCIATION,NORTH ALABAMA VIETNAM PILOTS ASSOCIATION,PO BOX 8406,AL,35802, ,HTTP://17TH.ORG/GALLERY2/MAIN.PHP/V/LHAAS/,0,-86.64048,34.70022,PO BOX 8406
HSC,TUSCALOOSA GENEALOGICAL SOCIETY,TUSCALOOSA GENEALOGICAL SOCIETY INC,PO BOX 020802,AL,35402, ,HTTP://WWW.TUSCALOOSAGENEALOGY.COM/,0,-87.56242,33.2029,PO BOX 20802
HSC,BROWN HAWKINS RURAL LEARNING CENTER,BROWN HAWKINS RURAL LEARNING CENTER,3936 ROUSE RIDGE CT,AL,36111, , ,0,-86.25291,32.3314,3936 ROUSE RIDGE CT
HSC,EUTAW AREA CHAMBER OF COMMERCE TRUST,EUTAW AREA CHAMBER OF COMMERCE TRUST INC,PO BOX 31,AL,35462, , ,3350,-87.90988,32.88911,PO BOX 31
HSC,STEPHEN JONAH KING COMMUNITY PRESERVATION GROUP,STEPHEN JONAH KING COMMUNITY PRESERVATION GROUP,5168 SCARLET OAK CIRCLE,AL,35022, , ,0,-86.85799,34.18203,1535 ANN ST NW
HSC,TUSKEGEE AIRMEN NATIONAL HISTORIC SITE,FRIENDS OF TUSKEGEE AIRMEN NATIONAL HISTORIC SITE INC,PO BOX 831199,AL,36083,2514948382,HTTP://WWW.FRIENDSOFTUSKEGEEAIRMENNHS.ORG/,9788,-85.68729,32.42987,PO BOX 831199
HSC,PINTLALA HISTORICAL ASSOCIATION,PINTLALA HISTORICAL ASSOCIATION,621 PETTUS RD,AL,36043,3342887414, ,0,-86.36178,32.15148,621 PETTUS RD
HSC,LEDS SCENIC BYWAY MANAGEMENT TEAM,LEDS SCENIC BYWAY MANAGEMENT TEAM INC,6554 LYNN CIR,AL,35094, , ,0,-86.57852,33.53762,6554 LYNN CIR
HSC,GENEVA COUNTY ALABAMA HISTORICAL SOCIETY,GENEVA COUNTY ALABAMA HISTORICAL SOCIETY INC,PO BOX 206,AL,36340,3346842100, , ,-85.87905,31.0453,PO BOX 206
HSC,MARION COUNTY HISTORICAL SOCIETY,MARION COUNTY HISTORICAL SOCIETY,PO BOX 492,AL,35570, ,HTTP://WWW.MCHSAL.ORG/,5970,-87.99838,34.16018,PO BOX 492
HSC,CHICKASAW HISTORIC PRESERVATION SOCIETY,CHICKASAW HISTORIC PRESERVATION SOCIETY,209 THIRD STREET,AL,36611, , ,0,-88.08103,30.7655,209 3RD ST
HSC,9TH AND 10TH (HORSE) CAVALRY ASSOCIATION,9TH AND 10TH (HORSE) CAVALRY ASSOCIATION,PO BOX 428,AL,35462, , , ,-86.81171,33.5128,520 16TH ST N
HSC,ALABAMA LIGHTHOUSE ASSOCIATION,ALABAMA LIGHTHOUSE ASSOCIATION,PO BOX 250,AL,36601, ,HTTP://WWW.ALABAMALIGHTHOUSES.COM/,0,-88.04401,30.69651,PO BOX 250
HSC,PLEASANT GROVE PRIMITIVE BAPTIST CHURCH,PLEASANT GROVE PRIMITIVE BAPTIST CHURCH,401 S COUNTY RD 20,AL,36360, , , ,-85.56155,31.46362,401 S COUNTY RD 20
HSC,HOUSTON HISTORICAL SOCIETY,HOUSTON HISTORICAL SOCIETY,PO BOX 74,AL,35572, , ,0,-87.27872,34.15651,PO BOX 74
HSC,EPES HISTORICAL ASSOCIATION,EPES HISTORICAL ASSOCIATION,PO BOX 198,AL,35460,2056527190, ,0,-88.16305,32.67166,12428 SUMTER 20
HSC,CLAY LEGACY ASSOCIATION,CLAY HISTORICAL SOCIETY INC,PO BOX 61,AL,35048,2056815158,HTTP://CLAYHISTORICALSOCIETY.COM/,0,-86.60455,33.69993,PO BOX 61
HSC,BIRMINGHAM JEFFERSON HISTORICAL SOCIETY TERM,BIRMINGHAM JEFFERSON HISTORICAL SOCIETY TERM,PO BOX 130285,AL,35213, , ,16565,-86.747,33.50743,PO BOX 130285
HSC,CONDE CHARLOTTE MUSEUM HOUSE,THE NATIONAL SOCIETY OF THE COLONIAL DAMES OF AMERICA IN TH,2600 SARATOGA LN,AL,35406,2513425199, ,318188,-87.5261,33.24112,2600 SARATOGA LN
HSC,PEINHARDT LIVING HISTORY FARM FOUND ATION,PEINHARDT LIVING HISTORY FARM FOUND ATION INC,1831 4TH ST SW,AL,35055, , ,46229,-86.86306,34.17122,1831 4TH ST SW
HSC,HANCEVILLE HISTORICAL PRESERVATION GROUP,HANCEVILLE HISTORICAL PRESERVATION GROUP,773 COUNTY ROAD 622,AL,35077, , ,0,-86.76098,34.11784,773 COUNTY ROAD 622
HSC,ALABAMA NATIONAL GUARD HISTORICAL SOCIETY,ALABAMA NATIONAL GUARD HISTORICAL SOCIETY INC,6900 43RD AVENUE NORTH NO 200,AL,35206,2058330135, , ,-86.7397,33.56265,6900 43RD AVENUE NORTH NO 200
HSC,HOOVER HISTORICAL SOCIETY,HOOVER HISTORICAL SOCIETY,PO BOX 360233,AL,35236,2058229392,HTTP://WWW.HOOVERHISTORICALSOCIETY.ORG/,0,-86.85433,33.40819,569 PARK AVENUE
HSC,VESTAVIA HILLS HISTORICAL SOCIETY,VESTAVIA HILLS HISTORICAL SOCIETY,1221 MONTGOMERY HIGHWAY,AL,35216,2059780155,HTTP://VESTAVIALIBRARY.ORG/,0,-86.78845,33.4368,1112 MONTGOMERY HWY
HSC,GUNTERSVILL HISTORICAL SOCIETY,GUNTERSVILL HISTORICAL SOCIETY INC,PO BOX 236,AL,35976, ,HTTP://WWW.GUNTERSVILLEHISTORICALSOCIETY.ORG/,13067,-86.37909,34.36776,PO BOX 236
HSC,WALKER COUNTY GENEALOGICAL SOCIETY,WALKER COUNTY GENEALOGICAL SOCIETY INC,PO BOX 3408,AL,35502, , ,0,-87.27733,33.82961,PO BOX 3408
HSC,BIRMINGHAM CIVIL RIGHTS INSTITUTE,BIRMINGHAM CIVIL RIGHTS INSTITUTE,520 16TH ST N,AL,35203,2053289696,HTTP://WWW.BCRI.ORG/INDEX.HTML,2736160,-86.81171,33.5128,520 16TH ST N
HSC,ALABAMA HISTORICAL RADIO SOCIETY,ALABAMA HISTORICAL RADIO SOCIETY INC,PO BOX 131418,AL,35213,2059677000,HTTP://ALABAMAHISTORICALRADIOSOCIETY.ORG,0,-86.81185,33.51784,600 N 18TH STREET
HSC,JEMISON-VAN DE GRAAFF MANSION FOUNDATION,JEMISON-VAN DE GRAAFF MANSION FOUNDATION,PO BOX 1216,AL,35403,2057582906,HTTP://WWW.JEMISONMANSION.COM/,146509,-87.56509,33.20224,1305 GREENSBORO AVE
HSC,LINDEN HISTORICAL SOCIETY,CITY OF LINDEN HISTORICAL SOCIETY,14230 AL HWY 38,AL,36748, ,HTTP://WWW.LINDEN-NJ.ORG/,0,-87.73882,32.21881,14230 AL HIGHWAY 28
HSC,MONTGOMERY COUNTY HISTORICAL SOCIETY,MONTGOMERY COUNTY HISTORICAL SOCIETY,512 S COURT ST,AL,36104,3342641837, ,59539,-86.30888,32.37047,512 S COURT ST
HSC,ALABAMA CENTER OF MILITARY HISTORY,ALABAMA CENTER OF MILITARY HISTORY,2060A AIRPORT RD SW,AL,35801, , ,64159,-86.58225,34.69017,2060A AIRPORT RD SW
HSC,NAUVOO HISTORICAL SOCIETY,NAUVOO HISTORICAL SOCIETY INC,9959 HIGHWAY 195,AL,35503,2053871709,HTTP://WWW.NAUVOOHISTORICALSOCIETY.ORG,0,-87.34601,33.97136,9959 HIGHWAY 195
HSC,HISTORIC MOBILE PRESERVATION SOCIETY,HISTORIC MOBILE PRESERVATION SOCIETY INC,200 RAPIER AVE,AL,36604, ,HTTP://HMPS.PUBLISHPATH.COM/,284056,-88.06003,30.68068,300 OAKLEIGH PL
HSC,MARENGO COUNTY HISTORICAL SOCIETY,MARENGO COUNTY HISTORICAL SOCIETY INC,311 N WALNUT AVE,AL,36732,3342890599,HTTP://WWW.MARENGOMUSEUM.COM/,82948,-87.84868,32.49096,PO BOX 159
HSC,LANDMARKS FOUNDATION OF MONTGOMERY,LANDMARKS FOUNDATION OF MONTGOMERY,301 COLUMBUS ST,AL,36104,3342404500,HTTP://WWW.OLDALABAMATOWN.COM,786968,-86.30519,32.38218,301 COLUMBUS ST
HSC,ALABAMA HISTORIC IRONWORKS COMMISSION,ALABAMA HISTORIC IRONWORKS COMMISSION,12632 CONFEDERATE PKWY,AL,35111, , ,1642172,-87.08321,33.26851,12632 CONFEDERATE PKWY
HSC,RICHARDS-DAR HOUSE MUSEUM,THE RICHARDS-DAR HOUSE MUSEUM,256 N JOACHIM ST,AL,36603,2512087320,HTTP://WWW.RICHARDSDARHOUSE.COM,45193,-88.05529,30.68979,256 NORTH JOACHILN STREE
HSC,MOBILE HISTORIC DEVELOPMENT COMMISSION,MOBILE HISTORIC DEVELOPMENT COMMISSION,PO BOX 1827,AL,36633,2512087281, ,371589,-88.10646,30.6708,205 GOVERNMENT STREET 2ND FLOOR S TOWER
HSC,OLD TOWNE PRESERVATION ASSOCIATION,OLD TOWN HISTORIC PRESERVATION DISTRICT ASSOCIATION,716 EAST CLINTON AVE,AL,35801, , ,0,-86.58271,34.73564,112 STEELE ST NE
HSC,HISTORIC HALE COUNTY PRESERVATION SOCIETY,HISTORIC HALE COUNTY PRESERVATION SOCIETY INC,1110 MAIN STREET,AL,36744, , ,0,-87.59443,32.70357,1110 MAIN ST
HSC,LIMESTONE COUNTY HISTORICAL SOCIETY,LIMESTONE COUNTY HISTORICAL SOCIETY,PO BOX 82,AL,35612, ,HTTP://LIMESTONECOUNTYHISTORICALSOCIETY.ORG,0,-86.98225,34.80508,PO BOX 82
HSC,CLARKE COUNTY HISTORICAL SOCIETY & MUSEUM,CLARKE COUNTY HISTORICAL SOCIETY,116 COBB STREET,AL,36451,2512752014,HTTP://CLARKECOUNTYAL.COM/,124305,-87.78712,31.68673,116 COBB STREET
HSC,SHELBY COUNTY HISTORICAL SOCIETY,THE SHELBY COUNTY HISTORICAL SOCIETY,PO BOX 457,AL,35051, , ,72416,-86.60898,33.20482,1854 N MAIN ST
HSC,WILCOX HISTORICAL SOCIETY,WILCOX HISTORICAL SOCIETY,PO BOX 464,AL,36726,3346829825, ,0,-87.3061,31.99763,PO BOX 464
HSC,BUTLER COUNTY HISTORICAL & GENEALOGICAL SOCIETY,BUTLER COUNTY HISTORICAL AND GENEALOGICAL SOCIETY INC,PO BOX 561,AL,36037,3343839564, ,0,-86.62734,31.83257,309 FORT DALE RD
HSC,CHOCTAW COUNTY HISTORICAL SOCIETY,CHOCTAW COUNTY HISTORICAL SOCIETY,210 W SMITH STREET,AL,36904, , ,0,-88.21657,32.0877,210 WEST SMITH STREET
HSC,OPELIKA HISTORIC PRESERVATION SOCIETY,OPELIKA HISTORIC PRESERVATION SOCIETY,PO BOX 4092,AL,36803,3347490898, ,0,-85.38525,32.65391,611 NORTH 8TH ST
HSC,ALICEVILLE HISTORICAL PRESERVATION COMMISSION,ALICEVILLE HISTORICAL PRESERVATION COMMISSION INC,222 PINE HILL LANE,AL,35442, , ,0,-88.13725,33.13138,222 PINE HILL LN
HSC,NATCHEZ TRACE GENALOGICAL SOCIETY,NATCHEZ TRACE GENALOGICAL SOCIETY INC,PO BOX 420,AL,35631, , ,0,-87.6751,34.80175,PO BOX 420
HSC,HUNTSVILLE-MADISON COUNTY HISTORICAL SOCIETY,HUNTSVILLE-MADISON COUNTY HISTORICAL SOCIETY INC,PO BOX 666,AL,35804,2565365737,HTTP://WWW.HMCHS.ORG,0,-86.59342,34.72753,PO BOX 666
HSC,GREENE COUNTY HISTORICAL SOCIETY,GREENE COUNTY HISTORICAL SOCIETY,PO BOX 746,AL,35462,2052920015, ,11385,-87.89041,32.84129,310 MAIN STREET
HSC,AUTAUGA COUNTY HERITAGE ASSOCIATION,AUTAUGA COUNTY HERITAGE ASSOCIATION,102 E MAIN ST,AL,36067,3343610961,HTTP://WWW.AUTAUGAHISTORY.ORG/,51666,-86.47176,32.45953,102 E MAIN ST
HSC,ARLINGTON HISTORICAL ASSOCIATION,ARLINGTON HISTORICAL ASSOCIATION,3756 EAST FAIRWAY DRIVE,AL,35213, , ,0,-86.747,33.50743,PO BOX 130237
HSC,CAPRI COMMUNITY FILM SOCIETY,CAPRI COMMUNITY FILM SOCIETY INC,1045 E FAIRVIEW AVE,AL,36106,3342624858,HTTP://WWW.CAPRITHEATRE.ORG,419396,-86.29161,32.35213,1045 E FAIRVIEW AVE
HSC,PERRY COUNTY HISTORICAL AND PRESERVATION SOCIETY,PERRY COUNTY HISTORICAL AND PRESERVATION SOCIETY,PO BOX 257,AL,36756, ,HTTP://WWW.PERRYCOUNTYHISTORICALANDPRESERVATIONSOCIETY.COM/,0,-87.31793,32.63446,204 WEST MONROE STREET
HSC,COVINGTON HISTORICAL SOCIETY,THE COVINGTON HISTORICAL SOCIETY INC,PO BOX 1582,AL,36420,3342220674,HTTP://WWW.3NMSM.COM/,0,-86.48793,31.30243,PO BOX 1582
HSC,SUMTER COUNTY HISTORICAL & PRESERVATION SOCIETY,SUMTER COUNTY HISTORICAL AND PRESERVATIION SOCIETY INC,PO BOX 213,AL,35470,2056524015, ,21026,-88.13818,32.56319,207 N WASHINGTON ST
HSC,WASHINGTON COUNTY HISTORICAL SOCIETY & MUSEUM,WASHINGTON COUNTY HISTORICAL SOCIETY,PO BOX 1166,AL,36518,3348472201, ,0,-88.29411,31.47253,PO BOX 1166
HSC,MADISON STATION HISTORICAL PRESERVATION SOCIETY,MADISON STATION HISTORICAL PRESERVATION SOCIETY INC,BOX 711,AL,35758, ,HTTP://WWW.HISTORICMADISONSTATION.COM/,0,-86.74919,34.69407,23 FRONT ST
HSC,COOSA COUNTY HISTORICAL SOCIETY,THE COOSA COUNTY HISTORICAL SOCIETY,PO BOX 5,AL,35136, , ,0,-86.21548,32.86725,PO BOX 5
HSC,CLAY COUNTY HISTORICAL SOCIETY,CLAY COUNTY HISTORICAL SOCIETY INCORPORATED,PO BOX 998,AL,36251,2562520138,HTTP://CLAYHISTORY.WIX.COM:80/CLAYHISTORY,0,-85.84636,33.24363,PO BOX 998
HSC,ALABAMA TRUST FOR HISTORIC PRESERVATION,ALABAMA TRUST FOR HISTORIC PRESERVATION,STATION 45,AL,35470,2056523497,HTTP://WWW.ALABAMATRUST.INFO/,118576,-88.13818,32.56319,UNIVERSITY OF WEST ALABA
HSC,PICKENS COUNTY GENEALOGICAL SOCIETY,PICKENS COUNTY GENEALOGICAL SOCIETY,793,AL,35466,2053647830, ,0,-87.89038,33.32262,PO BOX 793
HSC,FORT MIMS RECONSTRUCTION ASSOCIATION,FORT MIMS RESTORATION ASSOCIATION INC,94 WEBB ROAD,AL,36445, , ,0,-87.42077,31.4705,94 WEBB RD
HSC,COOSA HISTORICAL PRESERVATION AUTHORITY,COOSA HISTORICAL PRESERVATION AUTHORITY INC,PO BOX 39,AL,35136, , ,0,-86.21548,32.86725,PO BOX 39
HSC,BIRMINGHAM LANDMARKS,BIRMINGHAM LANDMARKS INC,1817 3RD AVE N,AL,35203,2052522262,HTTP://LIGHTUPTHELYRIC.COM/,3837208,-86.80949,33.51496,1817 3RD AVE N
HSC,EIGHTH AIR FORCE HISTORICAL SOCIETY,THE ALABAMA CHAPTER OF THE EIGHTH AIR FORCE HISTORICAL SOCI,1903 BLACKJACK RD,AL,35173, , ,0,-86.82467,33.42958,2208 SHERWOOD PL
HSC,RUSSELL COUNTY HISTORICAL COMMISSION,RUSSELL COUNTY HISTORICAL COMMISSION,PO BOX 3411,AL,36868,3342978225,HTTP://WWW.RCALA.COM/RCH.HTML,116075,-85.0009,32.46851,1040 BROAD ST
